is_active,repetition,iteration,feature,first_option_value,second_option_value,taskID,window,compression
True,2,25,"('window',)",24.0,,179,24,10
True,2,30,"('window',)",15.0,,72,15,11
True,2,30,"('window',)",24.0,,174,24,5
True,2,30,"('window',)",24.0,,175,24,6
True,2,30,"('window',)",24.0,,177,24,8
True,2,30,"('window',)",24.0,,178,24,9
True,2,35,,,,11,10,10
True,2,35,,,,12,10,11
True,2,35,,,,80,16,7
True,2,35,,,,114,19,5
True,2,35,,,,142,21,9
True,2,40,"('compression',)",10.0,,83,16,10
True,2,40,"('window',)",16.0,,84,16,11
True,2,40,"('compression',)",9.0,,118,19,9
True,2,40,"('compression',)",5.0,,150,22,5
True,2,40,"('compression',)",9.0,,166,23,9
True,2,45,"('window',)",11.0,,21,11,8
True,2,45,"('compression',)",6.0,,151,22,6
True,2,45,"('window',)",22.0,,152,22,7
True,2,45,"('window',)",22.0,,153,22,8
True,2,45,"('window',)",22.0,,155,22,10
True,2,50,"('window',)",12.0,,35,12,10
True,2,50,"('window',)",17.0,,91,17,6
True,2,50,"('window',)",21.0,,139,21,6
True,2,50,"('window',)",21.0,,141,21,8
True,2,50,"('compression',)",6.0,,163,23,6
True,2,55,"('window',)",11.0,,23,11,10
True,2,55,"('window',)",12.0,,32,12,7
True,2,55,"('window',)",12.0,,33,12,8
True,2,55,"('window',)",19.0,,116,19,7
True,2,55,"('window',)",19.0,,117,19,8
True,2,60,,,,20,11,7
True,2,60,,,,69,15,8
True,2,60,,,,81,16,8
True,2,60,,,,138,21,5
True,2,60,,,,165,23,8
True,3,10,,,,8,10,7
True,3,10,,,,12,10,11
True,3,10,,,,35,12,10
True,3,10,,,,60,14,11
True,3,10,,,,69,15,8
True,3,10,,,,80,16,7
True,3,10,,,,108,18,11
True,3,10,,,,138,21,5
True,3,10,,,,164,23,7
True,3,10,,,,166,23,9
True,3,15,,,,59,14,10
True,3,15,,,,81,16,8
True,3,15,,,,129,20,8
True,3,15,,,,153,22,8
True,3,15,,,,177,24,8
True,3,20,"('compression',)",9.0,,130,20,9
True,3,20,"('compression',)",9.0,,142,21,9
True,3,20,"('window',)",24.0,,176,24,7
True,3,20,"('window',)",24.0,,178,24,9
True,3,20,"('window',)",24.0,,180,24,11
True,3,25,"('window',)",22.0,,151,22,6
True,3,25,"('window',)",22.0,,152,22,7
True,3,25,"('window',)",22.0,,155,22,10
True,3,25,"('compression',)",5.0,,162,23,5
True,3,25,"('compression',)",5.0,,174,24,5
True,3,30,"('window',)",15.0,,71,15,10
True,3,30,"('window',)",15.0,,72,15,11
True,3,30,"('compression',)",6.0,,127,20,6
True,3,30,"('window',)",21.0,,144,21,11
True,3,30,"('compression',)",6.0,,163,23,6
True,3,35,"('window',)",16.0,,83,16,10
True,3,35,"('window',)",16.0,,84,16,11
True,3,35,"('window',)",17.0,,96,17,11
True,3,35,"('compression',)",6.0,,103,18,6
True,3,35,"('compression',)",6.0,,139,21,6
True,3,40,"('compression',)",10.0,,11,10,10
True,3,40,"('compression',)",7.0,,44,13,7
True,3,40,"('compression',)",5.0,,90,17,5
True,3,40,"('compression',)",5.0,,102,18,5
True,3,40,"('compression',)",5.0,,126,20,5
True,3,45,"('window',)",13.0,,45,13,8
True,3,45,"('window',)",14.0,,57,14,8
True,3,45,"('window',)",17.0,,92,17,7
True,3,45,"('window',)",17.0,,94,17,9
True,3,45,"('window',)",18.0,,105,18,8
True,3,50,,,,20,11,7
True,3,50,,,,21,11,8
True,3,50,,,,33,12,8
True,3,50,,,,116,19,7
True,3,50,,,,132,20,11
True,3,55,"('window',)",19.0,,117,19,8
True,3,55,"('window',)",19.0,,118,19,9
True,3,55,"('window',)",19.0,,119,19,10
True,3,55,"('window',)",19.0,,120,19,11
True,3,55,"('window',)",23.0,,167,23,10
True,3,60,"('window',)",10.0,,9,10,8
True,3,60,"('window',)",11.0,,24,11,11
True,3,60,"('window',)",18.0,,106,18,9
True,3,60,"('window',)",20.0,,128,20,7
True,3,60,"('window',)",23.0,,165,23,8
True,4,10,,,,9,10,8
True,4,10,,,,33,12,8
True,4,10,,,,118,19,9
True,4,10,,,,127,20,6
True,4,10,,,,132,20,11
True,4,10,,,,140,21,7
True,4,10,,,,156,22,11
True,4,10,,,,164,23,7
True,4,10,,,,167,23,10
True,4,10,,,,179,24,10
True,4,15,"('compression',)",6.0,,91,17,6
True,4,15,"('window',)",21.0,,138,21,5
True,4,15,"('window',)",21.0,,139,21,6
True,4,15,"('window',)",21.0,,143,21,10
True,4,15,"('compression',)",6.0,,163,23,6
True,4,20,"('window',)",17.0,,92,17,7
True,4,20,"('window',)",17.0,,94,17,9
True,4,20,"('window',)",17.0,,95,17,10
True,4,20,"('window',)",17.0,,96,17,11
True,4,20,"('window',)",24.0,,180,24,11
True,4,25,"('compression',)",5.0,,102,18,5
True,4,25,"('window',)",19.0,,114,19,5
True,4,25,"('window',)",19.0,,117,19,8
True,4,25,"('window',)",19.0,,119,19,10
True,4,25,"('compression',)",5.0,,126,20,5
True,4,30,"('window',)",18.0,,103,18,6
True,4,30,"('window',)",18.0,,105,18,8
True,4,30,"('window',)",18.0,,107,18,10
True,4,30,"('compression',)",9.0,,130,20,9
True,4,30,"('compression',)",9.0,,142,21,9
True,4,35,"('compression',)",7.0,,8,10,7
True,4,35,"('window',)",12.0,,35,12,10
True,4,35,"('window',)",12.0,,36,12,11
True,4,35,"('compression',)",7.0,,116,19,7
True,4,35,"('window',)",22.0,,154,22,9
True,4,40,"('window',)",10.0,,11,10,10
True,4,40,"('window',)",10.0,,12,10,11
True,4,40,"('window',)",20.0,,131,20,10
True,4,40,"('compression',)",5.0,,162,23,5
True,4,40,"('compression',)",5.0,,174,24,5
True,4,45,"('compression',)",8.0,,57,14,8
True,4,45,"('window',)",22.0,,150,22,5
True,4,45,"('window',)",22.0,,152,22,7
True,4,45,"('compression',)",8.0,,153,22,8
True,4,45,"('compression',)",8.0,,177,24,8
True,4,50,"('window',)",14.0,,59,14,10
True,4,50,"('window',)",14.0,,60,14,11
True,4,50,"('window',)",21.0,,144,21,11
True,4,50,"('compression',)",6.0,,151,22,6
True,4,50,"('compression',)",6.0,,175,24,6
True,4,55,"('compression',)",11.0,,72,15,11
True,4,55,"('compression',)",11.0,,84,16,11
True,4,55,"('compression',)",10.0,,155,22,10
True,4,55,"('compression',)",9.0,,166,23,9
True,4,55,"('compression',)",9.0,,178,24,9
True,4,60,"('compression',)",7.0,,20,11,7
True,4,60,"('window',)",13.0,,47,13,10
True,4,60,"('compression',)",7.0,,68,15,7
True,4,60,"('window',)",16.0,,80,16,7
True,4,60,"('window',)",16.0,,81,16,8
True,5,10,,,,24,11,11
True,5,10,,,,32,12,7
True,5,10,,,,48,13,11
True,5,10,,,,56,14,7
True,5,10,,,,84,16,11
True,5,10,,,,92,17,7
True,5,10,,,,143,21,10
True,5,10,,,,144,21,11
True,5,10,,,,165,23,8
True,5,10,,,,175,24,6
True,5,15,,,,33,12,8
True,5,15,,,,95,17,10
True,5,15,,,,127,20,6
True,5,15,,,,129,20,8
True,5,15,,,,162,23,5
True,5,20,"('window',)",12.0,,35,12,10
True,5,20,"('window',)",24.0,,174,24,5
True,5,20,"('window',)",24.0,,176,24,7
True,5,20,"('window',)",24.0,,179,24,10
True,5,20,"('window',)",24.0,,180,24,11
True,5,25,"('window',)",14.0,,57,14,8
True,5,25,"('window',)",14.0,,59,14,10
True,5,25,"('window',)",14.0,,60,14,11
True,5,25,"('window',)",15.0,,71,15,10
True,5,25,"('window',)",20.0,,131,20,10
True,5,30,"('window',)",20.0,,132,20,11
True,5,30,"('window',)",21.0,,138,21,5
True,5,30,"('window',)",23.0,,164,23,7
True,5,30,"('window',)",23.0,,166,23,9
True,5,30,"('window',)",23.0,,168,23,11
True,5,35,"('window',)",12.0,,36,12,11
True,5,35,"('window',)",15.0,,68,15,7
True,5,35,"('window',)",15.0,,72,15,11
True,5,35,"('window',)",17.0,,96,17,11
True,5,35,"('window',)",19.0,,119,19,10
True,5,40,"('window',)",16.0,,83,16,10
True,5,40,"('window',)",19.0,,114,19,5
True,5,40,"('window',)",19.0,,117,19,8
True,5,40,"('window',)",19.0,,120,19,11
True,5,40,"('window',)",22.0,,156,22,11
True,5,45,"('window',)",10.0,,12,10,11
True,5,45,"('window',)",22.0,,150,22,5
True,5,45,"('window',)",22.0,,153,22,8
True,5,45,"('window',)",22.0,,154,22,9
True,5,45,"('window',)",22.0,,155,22,10
True,5,50,"('window',)",10.0,,8,10,7
True,5,50,"('window',)",10.0,,9,10,8
True,5,50,"('window',)",10.0,,11,10,10
True,5,50,"('compression',)",6.0,,103,18,6
True,5,50,"('compression',)",9.0,,130,20,9
True,5,55,,,,45,13,8
True,5,55,,,,90,17,5
True,5,55,,,,104,18,7
True,5,55,,,,139,21,6
True,5,55,,,,141,21,8
True,5,60,"('window',)",11.0,,20,11,7
True,5,60,"('window',)",11.0,,21,11,8
True,5,60,"('window',)",16.0,,80,16,7
True,5,60,"('window',)",18.0,,105,18,8
True,5,60,"('window',)",21.0,,140,21,7
True,6,10,,,,9,10,8
True,6,10,,,,35,12,10
True,6,10,,,,81,16,8
True,6,10,,,,83,16,10
True,6,10,,,,139,21,6
True,6,10,,,,144,21,11
True,6,10,,,,165,23,8
True,6,10,,,,167,23,10
True,6,10,,,,176,24,7
True,6,10,,,,177,24,8
True,6,15,"('window',)",10.0,,11,10,10
True,6,15,"('window',)",10.0,,12,10,11
True,6,15,"('window',)",15.0,,72,15,11
True,6,15,"('window',)",18.0,,108,18,11
True,6,15,"('window',)",24.0,,178,24,9
True,6,20,"('compression',)",9.0,,94,17,9
True,6,20,"('compression',)",9.0,,106,18,9
True,6,20,"('compression',)",9.0,,130,20,9
True,6,20,"('window',)",24.0,,174,24,5
True,6,20,"('window',)",24.0,,180,24,11
True,6,25,"('compression',)",5.0,,90,17,5
True,6,25,"('compression',)",5.0,,102,18,5
True,6,25,"('window',)",20.0,,126,20,5
True,6,25,"('window',)",20.0,,132,20,11
True,6,25,"('compression',)",5.0,,162,23,5
True,6,30,"('window',)",17.0,,91,17,6
True,6,30,"('window',)",17.0,,93,17,8
True,6,30,"('compression',)",7.0,,140,21,7
True,6,30,"('compression',)",7.0,,152,22,7
True,6,30,"('compression',)",7.0,,164,23,7
True,6,35,"('compression',)",6.0,,115,19,6
True,6,35,"('window',)",22.0,,150,22,5
True,6,35,"('window',)",22.0,,151,22,6
True,6,35,"('window',)",22.0,,155,22,10
True,6,35,"('compression',)",6.0,,175,24,6
True,6,40,"('window',)",13.0,,47,13,10
True,6,40,"('window',)",19.0,,116,19,7
True,6,40,"('compression',)",9.0,,118,19,9
True,6,40,"('window',)",19.0,,119,19,10
True,6,40,"('compression',)",9.0,,166,23,9
True,6,45,"('compression',)",7.0,,20,11,7
True,6,45,"('window',)",11.0,,23,11,10
True,6,45,"('compression',)",7.0,,68,15,7
True,6,45,"('compression',)",7.0,,80,16,7
True,6,45,"('window',)",17.0,,92,17,7
True,6,50,,,,33,12,8
True,6,50,,,,56,14,7
True,6,50,,,,57,14,8
True,6,50,,,,104,18,7
True,6,50,,,,141,21,8
True,6,55,"('window',)",11.0,,24,11,11
True,6,55,"('window',)",12.0,,36,12,11
True,6,55,"('window',)",13.0,,45,13,8
True,6,55,"('window',)",14.0,,59,14,10
True,6,55,"('window',)",20.0,,131,20,10
True,6,60,,,,21,11,8
True,6,60,,,,44,13,7
True,6,60,,,,69,15,8
True,6,60,,,,71,15,10
True,6,60,,,,168,23,11
True,7,10,,,,47,13,10
True,7,10,,,,72,15,11
True,7,10,,,,81,16,8
True,7,10,,,,114,19,5
True,7,10,,,,119,19,10
True,7,10,,,,139,21,6
True,7,10,,,,154,22,9
True,7,10,,,,155,22,10
True,7,10,,,,164,23,7
True,7,10,,,,176,24,7
True,7,15,"('compression',)",9.0,,94,17,9
True,7,15,"('compression',)",9.0,,130,20,9
True,7,15,"('compression',)",9.0,,166,23,9
True,7,15,"('window',)",24.0,,177,24,8
True,7,15,"('window',)",24.0,,179,24,10
True,7,20,"('window',)",11.0,,21,11,8
True,7,20,"('window',)",20.0,,126,20,5
True,7,20,"('window',)",20.0,,128,20,7
True,7,20,"('window',)",20.0,,129,20,8
True,7,20,"('window',)",20.0,,131,20,10
True,7,25,"('window',)",11.0,,20,11,7
True,7,25,"('window',)",11.0,,24,11,11
True,7,25,"('compression',)",6.0,,115,19,6
True,7,25,"('compression',)",6.0,,163,23,6
True,7,25,"('compression',)",6.0,,175,24,6
True,7,30,"('window',)",17.0,,90,17,5
True,7,30,"('window',)",17.0,,95,17,10
True,7,30,"('window',)",17.0,,96,17,11
True,7,30,"('compression',)",5.0,,162,23,5
True,7,30,"('compression',)",5.0,,174,24,5
True,7,35,,,,9,10,8
True,7,35,,,,12,10,11
True,7,35,,,,48,13,11
True,7,35,,,,68,15,7
True,7,35,,,,108,18,11
True,7,40,"('compression',)",9.0,,118,19,9
True,7,40,"('window',)",21.0,,141,21,8
True,7,40,"('window',)",21.0,,143,21,10
True,7,40,"('window',)",22.0,,156,22,11
True,7,40,"('compression',)",8.0,,165,23,8
True,7,45,"('compression',)",11.0,,36,12,11
True,7,45,"('window',)",14.0,,57,14,8
True,7,45,"('window',)",16.0,,83,16,10
True,7,45,"('window',)",16.0,,84,16,11
True,7,45,"('compression',)",6.0,,151,22,6
True,7,50,"('compression',)",7.0,,8,10,7
True,7,50,"('compression',)",7.0,,32,12,7
True,7,50,"('compression',)",7.0,,44,13,7
True,7,50,"('compression',)",7.0,,104,18,7
True,7,50,"('compression',)",7.0,,152,22,7
True,7,55,,,,23,11,10
True,7,55,,,,33,12,8
True,7,55,,,,35,12,10
True,7,55,,,,117,19,8
True,7,55,,,,167,23,10
True,7,60,,,,93,17,8
True,7,60,,,,105,18,8
True,7,60,,,,150,22,5
True,7,60,,,,153,22,8
True,7,60,,,,168,23,11
True,8,10,,,,21,11,8
True,8,10,,,,32,12,7
True,8,10,,,,45,13,8
True,8,10,,,,84,16,11
True,8,10,,,,120,19,11
True,8,10,,,,126,20,5
True,8,10,,,,142,21,9
True,8,10,,,,150,22,5
True,8,10,,,,154,22,9
True,8,10,,,,166,23,9
True,8,15,,,,105,18,8
True,8,15,,,,151,22,6
True,8,15,,,,168,23,11
True,8,15,,,,178,24,9
True,8,15,,,,180,24,11
True,8,20,"('window',)",18.0,,102,18,5
True,8,20,"('window',)",18.0,,104,18,7
True,8,20,"('window',)",18.0,,108,18,11
True,8,20,"('window',)",19.0,,118,19,9
True,8,20,"('window',)",20.0,,129,20,8
True,8,25,"('window',)",21.0,,138,21,5
True,8,25,"('compression',)",6.0,,139,21,6
True,8,25,"('window',)",21.0,,141,21,8
True,8,25,"('window',)",21.0,,143,21,10
True,8,25,"('compression',)",6.0,,175,24,6
True,8,30,"('compression',)",7.0,,8,10,7
True,8,30,"('compression',)",7.0,,44,13,7
True,8,30,"('compression',)",7.0,,68,15,7
True,8,30,"('compression',)",7.0,,92,17,7
True,8,30,"('compression',)",7.0,,164,23,7
True,8,35,,,,11,10,10
True,8,35,,,,56,14,7
True,8,35,,,,94,17,9
True,8,35,,,,117,19,8
True,8,35,,,,163,23,6
True,8,40,,,,20,11,7
True,8,40,,,,35,12,10
True,8,40,,,,114,19,5
True,8,40,,,,155,22,10
True,8,40,,,,167,23,10
True,8,45,"('window',)",12.0,,33,12,8
True,8,45,"('window',)",14.0,,57,14,8
True,8,45,"('window',)",14.0,,59,14,10
True,8,45,"('window',)",17.0,,93,17,8
True,8,45,"('window',)",17.0,,95,17,10
True,8,50,,,,36,12,11
True,8,50,,,,81,16,8
True,8,50,,,,162,23,5
True,8,50,,,,165,23,8
True,8,50,,,,174,24,5
True,8,55,"('window',)",15.0,,69,15,8
True,8,55,"('window',)",15.0,,72,15,11
True,8,55,"('window',)",20.0,,131,20,10
True,8,55,"('window',)",20.0,,132,20,11
True,8,55,"('window',)",22.0,,156,22,11
True,8,60,,,,23,11,10
True,8,60,,,,24,11,11
True,8,60,,,,80,16,7
True,8,60,,,,130,20,9
True,8,60,,,,177,24,8
True,9,10,,,,8,10,7
True,9,10,,,,71,15,10
True,9,10,,,,95,17,10
True,9,10,,,,107,18,10
True,9,10,,,,129,20,8
True,9,10,,,,131,20,10
True,9,10,,,,138,21,5
True,9,10,,,,141,21,8
True,9,10,,,,152,22,7
True,9,10,,,,178,24,9
True,9,15,"('window',)",24,,174,24,5
True,9,15,"('window',)",24,,175,24,6
True,9,15,"('window',)",24,,176,24,7
True,9,15,"('window',)",24,,177,24,8
True,9,15,"('window',)",24,,179,24,10
True,9,20,,,,44,13,7
True,9,20,,,,69,15,8
True,9,20,,,,106,18,9
True,9,20,,,,119,19,10
True,9,20,,,,162,23,5
True,9,25,"('window',)",23,,164,23,7
True,9,25,"('window',)",23,,165,23,8
True,9,25,"('window',)",23,,166,23,9
True,9,25,"('window',)",23,,167,23,10
True,9,25,"('window',)",23,,168,23,11
True,9,30,"('window',)",10,,11,10,10
True,9,30,"('window',)",13,,45,13,8
True,9,30,"('window',)",13,,47,13,10
True,9,30,"('window',)",16,,83,16,10
True,9,30,"('window',)",21,,144,21,11
True,9,35,"('window',)",22,,151,22,6
True,9,35,"('window',)",22,,153,22,8
True,9,35,"('window',)",22,,154,22,9
True,9,35,"('window',)",22,,155,22,10
True,9,35,"('window',)",22,,156,22,11
True,9,40,"('window',)",14,,60,14,11
True,9,40,"('window',)",15,,68,15,7
True,9,40,"('window',)",16,,80,16,7
True,9,40,"('window',)",17,,93,17,8
True,9,40,"('window',)",18,,103,18,6
True,9,45,"('window',)",11,,23,11,10
True,9,45,"('window',)",14,,57,14,8
True,9,45,"('window',)",17,,92,17,7
True,9,45,"('compression',)",6,,127,20,6
True,9,45,"('window',)",21,,143,21,10
True,9,50,"('window',)",11,,21,11,8
True,9,50,"('compression',)",10,,35,12,10
True,9,50,"('compression',)",11,,36,12,11
True,9,50,"('compression',)",5,,114,19,5
True,9,50,"('compression',)",5,,126,20,5
True,9,55,,,,33,12,8
True,9,55,,,,105,18,8
True,9,55,,,,116,19,7
True,9,55,,,,130,20,9
True,9,55,,,,140,21,7
True,9,60,,,,9,10,8
True,9,60,,,,108,18,11
True,9,60,,,,118,19,9
True,9,60,,,,128,20,7
True,9,60,,,,142,21,9
